mc_number,mc_number_anon,doi,Journal,doi_article_prefix,container.title,published.print,issue,title,volume,author,issn,year,match,mc_prefix
AEJMicro-2021-0190,NA,10.1257/mic.20210190,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,Optimal Nonlinear Pricing with Data-Sensitive Consumers,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2023-0051,NA,10.1257/mic.20230051,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-02-01,1,Anticompetitive Bundling When Buyers Compete,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2021-0299,NA,10.1257/mic.20210299,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,Working for References,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2014-0254,NA,10.1257/mic.20140254,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,Approximating the Cost-of-Living Index for a Storable Good,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2017-0234,NA,10.1257/mic.20170234,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-05-01,2,Fair Utilitarianism,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2021-0191,NA,10.1257/mic.20210191,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,A Buyer Power Theory of Exclusive Dealing and Exclusionary Bundling,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2021-0139,NA,10.1257/mic.20210139,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,"Ad Clutter, Time Use, and Media Diversity",15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2019-0089,NA,10.1257/mic.20190089,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,Negotiations with Limited Specifiability,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2022-0350,NA,10.1257/mic.20220350,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-02-01,1,Weighted Utility and Optimism/Pessimism: A Decision-Theoretic Foundation of Various Stochastic Dominance Orders,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2015-0307,NA,10.1257/mic.20150307,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Electoral Accountability and Interdistrict Competition,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2015-0343,NA,10.1257/mic.20150343,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,Revealed Preference with Limited Consideration,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0174,NA,10.1257/mic.20200174,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,On the Foundations of Ex Post Incentive-Compatible Mechanisms,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2023-0019,NA,10.1257/mic.20230019,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-11-01,4,Optimal Trade Mechanisms with Adverse Selection and Inferential Naïvety,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2020-0134,NA,10.1257/mic.20200134,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,Attention Oligopoly,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2017-0226,NA,10.1257/mic.20170226,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-08-01,3,Pricing Network Effects: Competition,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2017-0351,NA,10.1257/mic.20170351,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-11-01,4,Information Design,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2016-0309,NA,10.1257/mic.20160309,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,Trading across Borders in Online Auctions,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2021-0114,NA,10.1257/mic.20210114,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,"The Good, the Bad, and the Complex: Product Design with Imperfect Information",15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2016-0187,NA,10.1257/mic.20160187,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,Reverse Bayesianism: A Comment,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2018-0339,NA,10.1257/mic.20180339,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-08-01,3,Vertical Agreements and User Access,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2017-0102,NA,10.1257/mic.20170102,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-08-01,3,History-Bound Reelections,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2023-0282,NA,10.1257/mic.20230282,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-11-01,4,Holding Platforms Liable,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2018-0272,NA,10.1257/mic.20180272,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-05-01,2,Coordinating Public Good Provision by Mediated Communication,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2016-0125,NA,10.1257/mic.20160125,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,Risk and Return in Village Economies,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2015-0168,NA,10.1257/mic.20150168,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,Revealed Preferences for Diamond Goods,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2023-0179,NA,10.1257/mic.20230179,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-08-01,3,Free Riding and Unequal Pay in Symmetric Teams,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2023-0142,NA,10.1257/mic.20230142,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-08-01,3,Asymptotic Learning with Ambiguous Information,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2019-0339,NA,10.1257/mic.20190339,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,A Theory of Crime and Vigilance,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0325,NA,10.1257/mic.20200325,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,"Relative Wealth Concerns, Executive Compensation, and Managerial Risk-Taking",15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2015-0178,NA,10.1257/mic.20150178,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,Incomplete Disclosure: Evidence of Signaling and Countersignaling,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2019-0091,NA,10.1257/mic.20190091,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-11-01,4,"Fair Social Ordering, Egalitarianism, and Animal Welfare",13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2018-0225,NA,10.1257/mic.20180225,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-11-01,4,The Value of Incumbency When Platforms Face Heterogeneous Customers,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2019-0262,NA,10.1257/mic.20190262,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-05-01,2,Preference Conditions for Invertible Demand Functions,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0300,NA,10.1257/mic.20200300,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,Product Quality and Consumer Search,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2017-0152,NA,10.1257/mic.20170152,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-02-01,1,A Generalized Model of Advertised Sales,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2017-0189,NA,10.1257/mic.20170189,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-05-01,2,"Multiple Lenders, Strategic Default, and Covenants",11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2019-0114,NA,10.1257/mic.20190114,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-11-01,4,Orchestrating Information Acquisition,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2016-0058,NA,10.1257/mic.20160058,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,"Partial Vertical Integration, Ownership Structure, and Foreclosure",10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2022-0016,NA,10.1257/mic.20220016,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-05-01,2,Technology Transfer in Global Value Chains,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2019-0132,NA,10.1257/mic.20190132,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-05-01,2,Job Insecurity,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2016-0382,NA,10.1257/mic.20160382,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,International Trade with Indirect Additivity,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2019-0379,NA,10.1257/mic.20190379,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-05-01,2,Bad News Turned Good: Reversal under Censorship,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0356,NA,10.1257/mic.20200356,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,Dynamic Information Design under Constrained Communication Rules,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2015-0256,NA,10.1257/mic.20150256,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-02-01,1,Industry Dynamics of Offshoring: The Case of Hard Disk Drives,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0447,NA,10.1257/mic.20200447,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,Misbehavior in Common Value Auctions: Bidding Rings and Shills,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2020-0059,NA,10.1257/mic.20200059,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,Class Actions and Private Antitrust Litigation,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2017-0131,NA,10.1257/mic.20170131,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-08-01,3,Dominance and Competitive Bundling,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2020-0148,NA,10.1257/mic.20200148,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Robust Minimal Instability of the Top Trading Cycles Mechanism,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2017-0110,NA,10.1257/mic.20170110,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-05-01,2,Who Benefits from Information Disclosure? The Case of Retail Gasoline,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2016-0326,NA,10.1257/mic.20160326,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,Cartels Uncovered,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2022-0242,NA,10.1257/mic.20220242,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-05-01,2,(Reverse) Price Discrimination with Information Design,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2016-0336,NA,10.1257/mic.20160336,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,Dynamic Noisy Signaling,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0206,NA,10.1257/mic.20200206,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Deposit Requirements in Auctions,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2018-0245,NA,10.1257/mic.20180245,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-02-01,1,Liability Insurance: Equilibrium Contracts under Monopoly and Competition,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2015-0283,NA,10.1257/mic.20150283,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Matching with Moral Hazard: Assigning Attorneys to Poor Defendants,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2018-0184,NA,10.1257/mic.20180184,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-02-01,1,Full Implementation under Ambiguity,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2017-0025,NA,10.1257/mic.20170025,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-11-01,4,Dynamic Non-monetary Incentives,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2018-0040,NA,10.1257/mic.20180040,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-11-01,4,When Demand Increases Cause Shakeouts,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2019-0295,NA,10.1257/mic.20190295,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,How Bayesian Persuasion Can Help Reduce Illegal Parking and Other Socially Undesirable Behavior,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2019-0287,NA,10.1257/mic.20190287,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,Information Spillover in Multi-Good Adverse Selection,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2022-0191,NA,10.1257/mic.20220191,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-05-01,2,Persistent Protests,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2016-0250,NA,10.1257/mic.20160250,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-08-01,3,Imitation Perfection—A Simple Rule to Prevent Discrimination in Procurement,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2020-0111,NA,10.1257/mic.20200111,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,The Focal Luce Model,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0314,NA,10.1257/mic.20200314,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Crime Chains,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2022-0138,NA,10.1257/mic.20220138,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-02-01,1,Innovation in Decentralized Markets: Technology versus Synthetic Products,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2017-0126,NA,10.1257/mic.20170126,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-08-01,3,Relative Price Dispersion: Evidence and Theory,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2018-0220,NA,10.1257/mic.20180220,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-11-01,4,Codiffusion of Technologies in Social Networks,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2021-0109,NA,10.1257/mic.20210109,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-05-01,2,Stable and Efficient Resource Allocation with Contracts,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2022-0194,NA,10.1257/mic.20220194,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-02-01,1,Coordination in the Fight against Collusion,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2022-0344,NA,10.1257/mic.20220344,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-11-01,4,Dual Moral Hazard and the Tyranny of Success,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2016-0217,NA,10.1257/mic.20160217,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-11-01,4,Teamwork as a Self-Disciplining Device,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2016-0304,NA,10.1257/mic.20160304,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-02-01,1,"The Impact of Monitoring in Infinitely Repeated Games: Perfect, Public, and Private",11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2015-0235,NA,10.1257/mic.20150235,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,"Choice, Consideration Sets, and Attribute Filters",10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2016-0253,NA,10.1257/mic.20160253,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Multiple Activities in Networks,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0391,NA,10.1257/mic.20200391,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Games Played by Teams of Players,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0050,NA,10.1257/mic.20200050,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-11-01,4,The Market for Online Influence,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2020-0171,NA,10.1257/mic.20200171,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Sequential Screening with Type-Enhancing Investment,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0427,NA,10.1257/mic.20200427,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,Implications of Unequal Discounting in Dynamic Contracting,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2017-0119,NA,10.1257/mic.20170119,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,Satisfaction Guaranteed: When Moral Hazard Meets Moral Preferences,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2018-0285,NA,10.1257/mic.20180285,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-02-01,1,Promotion Signaling and Human Capital Investments,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2023-0233,NA,10.1257/mic.20230233,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-08-01,3,Unraveling and Inefficient Matching,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2015-0240,NA,10.1257/mic.20150240,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-11-01,4,Sophisticated Bidders in Beauty-Contest Auctions,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2021-0387,NA,10.1257/mic.20210387,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-08-01,3,Influence Campaigns,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2016-0278,NA,10.1257/mic.20160278,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Should First-Price Auctions Be Transparent?,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2016-0230,NA,10.1257/mic.20160230,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-08-01,3,Contracts with Framing,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2020-0422,NA,10.1257/mic.20200422,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-02-01,1,Contest Design with Stochastic Performance,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2017-0130,NA,10.1257/mic.20170130,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-02-01,1,Zone Pricing in Retail Oligopoly,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2016-0282,NA,10.1257/mic.20160282,AEJ:Micro,NA,American Economic Journal: Microeconomics,2018-05-01,2,Dynamic Certification and Reputation for Quality,10,,1945-7685,2018,TRUE,AEJMicro
AEJMicro-2021-0099,NA,10.1257/mic.20210099,AEJ:Micro,NA,American Economic Journal: Microeconomics,2023-11-01,4,Monopolistic Competition and Efficiency under Firm Heterogeneity and Nonadditive Preferences,15,,1945-7685,2023,TRUE,AEJMicro
AEJMicro-2018-0038,NA,10.1257/mic.20180038,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-11-01,4,The Importance of Commitment Power in Games with Imperfect Evidence,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2017-0270,NA,10.1257/mic.20170270,AEJ:Micro,NA,American Economic Journal: Microeconomics,2021-05-01,2,Revealing Naïveté and Sophistication from Procrastination and Preproperation,13,,1945-7685,2021,TRUE,AEJMicro
AEJMicro-2020-0285,NA,10.1257/mic.20200285,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-08-01,3,Selling Dreams: Endogenous Optimism in Lending Markets,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2017-0294,NA,10.1257/mic.20170294,AEJ:Micro,NA,American Economic Journal: Microeconomics,2019-11-01,4,Relational Contracts with Private Information on the Future Value of the Relationship: The Upside of Implicit Downsizing Costs,11,,1945-7685,2019,TRUE,AEJMicro
AEJMicro-2024-0078,NA,10.1257/mic.20240078,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-11-01,4,Market Segmentation and Product Steering,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2018-0299,NA,10.1257/mic.20180299,AEJ:Micro,NA,American Economic Journal: Microeconomics,2020-08-01,3,Voting and Contributing when the Group Is Watching,12,,1945-7685,2020,TRUE,AEJMicro
AEJMicro-2020-0121,NA,10.1257/mic.20200121,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,Substitution Effects in Intertemporal Problems,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2019-0125,NA,10.1257/mic.20190125,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,Paths to the Frontier,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2019-0369,NA,10.1257/mic.20190369,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-05-01,2,Second-Degree Price Discrimination by a Two-Sided Monopoly Platform,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2022-0166,NA,10.1257/mic.20220166,AEJ:Micro,NA,American Economic Journal: Microeconomics,2024-08-01,3,Communicating about Confidence: Cheap Talk with an Ambiguity-Averse Receiver,16,,1945-7685,2024,TRUE,AEJMicro
AEJMicro-2020-0041,NA,10.1257/mic.20200041,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-08-01,3,Political Competition with Endogenous Party Formation and Citizen Activists,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2020-0296,NA,10.1257/mic.20200296,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-11-01,4,Communication and Cooperation in Markets,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2023-0095,NA,10.1257/mic.20230095,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-05-01,2,Price and Choose,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2019-0203,NA,10.1257/mic.20190203,AEJ:Micro,NA,American Economic Journal: Microeconomics,2022-02-01,1,Learning in Relational Contracts,14,,1945-7685,2022,TRUE,AEJMicro
AEJMicro-2023-0049,NA,10.1257/mic.20230049,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-11-01,4,Dynamic Screening and the Dual Roles of Monitoring,17,,1945-7685,2025,TRUE,AEJMicro
AEJMicro-2023-0208,NA,10.1257/mic.20230208,AEJ:Micro,NA,American Economic Journal: Microeconomics,2025-02-01,1,Commitment and Conflict in Unanimity Bargaining,17,,1945-7685,2025,TRUE,AEJMicro
AER-4.6.-1515,NA,10.1257/aer.114.6.1515,AER,NA,American Economic Review,2024-06-01,6,Nobel Lecture: An Evolving Economic Force,114,,1944-7981,2024,TRUE,AER
AER-2022-0665,NA,10.1257/aer.20220665,AER,NA,American Economic Review,2025-12-01,12,Strategic Voting in Two-Party Legislative Elections,115,,1944-7981,2025,TRUE,AER
AER-2023-0430,NA,10.1257/aer.20230430,AER,NA,American Economic Review,2024-09-01,9,Comparisons of Signals,114,,1944-7981,2024,TRUE,AER
AER-2023-0914,NA,10.1257/aer.20230914,AER,NA,American Economic Review,2024-08-01,8,Buying from a Group,114,,1944-7981,2024,TRUE,AER
AER-2023-1597,NA,10.1257/aer.20231597,AER,NA,American Economic Review,2025-06-01,6,Optimal Security Design for Risk-Averse Investors,115,,1944-7981,2025,TRUE,AER
AER-2023-0114,NA,10.1257/aer.20230114,AER,NA,American Economic Review,2024-08-01,8,Repeated Trading: Transparency and Market Structure,114,,1944-7981,2024,TRUE,AER
AER-2019-1950,NA,10.1257/aer.20191950,AER,NA,American Economic Review,2025-02-01,2,Robust Monopoly Regulation,115,,1944-7981,2025,TRUE,AER
AER-2023-1407,NA,10.1257/aer.20231407,AER,NA,American Economic Review,2025-09-01,9,Test-Optional Admissions,115,,1944-7981,2025,TRUE,AER
AER-5.6.-1787,NA,10.1257/aer.115.6.1787,AER,NA,American Economic Review,2025-06-01,6,Nobel Lecture: Paths to the Periphery,115,,1944-7981,2025,TRUE,AER
AER-2021-1025,NA,10.1257/aer.20211025,AER,NA,American Economic Review,2024-11-01,11,Generalized Social Marginal Welfare Weights Imply Inconsistent Comparisons of Tax Policies,114,,1944-7981,2024,TRUE,AER
AER-2022-1524,NA,10.1257/aer.20221524,AER,NA,American Economic Review,2024-07-01,7,Personalized Pricing and Competition,114,,1944-7981,2024,TRUE,AER
AER-5.4.-1059,NA,10.1257/aer.115.4.1059,AER,NA,American Economic Review,2025-04-01,4,Presidential Address: The Economist as Designer in the Innovation Process for Socially Impactful Digital Products,115,,1944-7981,2025,TRUE,AER
AER-2023-0983,NA,10.1257/aer.20230983,AER,NA,American Economic Review,2025-08-01,8,Monetary Policy and Rational Asset Price Bubbles: Comment,115,,1944-7981,2025,TRUE,AER
AER-5.5.-1369,NA,10.1257/aer.115.5.1369,AER,NA,American Economic Review,2025-05-01,5,Presidential Address: Investing in Children to Address the Child Mental Health Crisis,115,,1944-7981,2025,TRUE,AER
AER-2023-0233,NA,10.1257/aer.20230233,AER,NA,American Economic Review,2024-09-01,9,Experimentation in Networks,114,,1944-7981,2024,TRUE,AER
AER-2023-0015,NA,10.1257/aer.20230015,AER,NA,American Economic Review,2024-10-01,10,Dynamic Outside Options and Optimal Negotiation Strategies,114,,1944-7981,2024,TRUE,AER
AER-2023-0478,NA,10.1257/aer.20230478,AER,NA,American Economic Review,2024-08-01,8,"Data, Competition, and Digital Platforms",114,,1944-7981,2024,TRUE,AER
AER-5.6.-2093,NA,10.1257/aer.115.6.2093,AER,NA,American Economic Review,2025-06-01,6,Report of Independent Auditor,115,,1944-7981,2025,TRUE,AER
AER-2023-0814,NA,10.1257/aer.20230814,AER,NA,American Economic Review,2024-11-01,11,Quality Is in the Eye of the Beholder: Taste Projection in Markets with Observational Learning,114,,1944-7981,2024,TRUE,AER
AER-2022-1297,NA,10.1257/aer.20221297,AER,NA,American Economic Review,2024-07-01,7,Information Choice in Auctions,114,,1944-7981,2024,TRUE,AER
AER-2024-0339,NA,10.1257/aer.20240339,AER,NA,American Economic Review,2025-12-01,12,Allocation Mechanisms with Mixture-Averse Preferences,115,,1944-7981,2025,TRUE,AER
AER-2023-0455,NA,10.1257/aer.20230455,AER,NA,American Economic Review,2025-09-01,9,Nested Bundling,115,,1944-7981,2025,TRUE,AER
AER-2023-1529,NA,10.1257/aer.20231529,AER,NA,American Economic Review,2025-05-01,5,Risk Aversion and Insurance Propensity,115,,1944-7981,2025,TRUE,AER
AER-2021-1137,NA,10.1257/aer.20211137,AER,NA,American Economic Review,2025-02-01,2,Hedging When Applying: Simultaneous Search with Correlation,115,,1944-7981,2025,TRUE,AER
AER-2021-0410,NA,10.1257/aer.20210410,AER,NA,American Economic Review,2024-06-01,6,Welfare Comparisons for Biased Learning,114,,1944-7981,2024,TRUE,AER
AER-2024-0010,NA,10.1257/aer.20240010,AER,NA,American Economic Review,2025-09-01,9,A Model of Populism as a Conspiracy Theory,115,,1944-7981,2025,TRUE,AER
AER-5.6.-1709,NA,10.1257/aer.115.6.1709,AER,NA,American Economic Review,2025-06-01,6,"Nobel Lecture: Institutions, Technology, and Prosperity",115,,1944-7981,2025,TRUE,AER
AER-5.6.-1749,NA,10.1257/aer.115.6.1749,AER,NA,American Economic Review,2025-06-01,6,Nobel Lecture: The Institutional Origins of Shared Prosperity,115,,1944-7981,2025,TRUE,AER
AER-2016-1863,NA,10.1257/aer.20161863,AER,NA,American Economic Review,2018-12-01,12,Taking a Financial Position in Your Opponent in Litigation,108,,0002-8282,2018,TRUE,AER
